artifact,artifact_type,created_date,reference_link,reference_text
http://www.etc-meisai.rafgrkt.cn,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308905354297345,"#Phishing #ETC #ETC????

IP:23.94.107.164
(AS 36352 / AS-COLOCROSSING )

hxxps://www.etc-meisai.jtdlklw.cn
hxxps://www.etc-meisai.bhzblqd.cn..."
www.etc-meisai.bhzblqd.cn,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308905354297345,"#Phishing #ETC #ETC????

IP:23.94.107.164
(AS 36352 / AS-COLOCROSSING )

hxxps://www.etc-meisai.jtdlklw.cn
hxxps://www.etc-meisai.bhzblqd.cn..."
http://www.etc-meisai.bhzblqd.cn,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308905354297345,"#Phishing #ETC #ETC????

IP:23.94.107.164
(AS 36352 / AS-COLOCROSSING )

hxxps://www.etc-meisai.jtdlklw.cn
hxxps://www.etc-meisai.bhzblqd.cn..."
www.etc-meisai.jtdlklw.cn,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308905354297345,"#Phishing #ETC #ETC????

IP:23.94.107.164
(AS 36352 / AS-COLOCROSSING )

hxxps://www.etc-meisai.jtdlklw.cn
hxxps://www.etc-meisai.bhzblqd.cn..."
http://www.etc-meisai.jtdlklw.cn,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308905354297345,"#Phishing #ETC #ETC????

IP:23.94.107.164
(AS 36352 / AS-COLOCROSSING )

hxxps://www.etc-meisai.jtdlklw.cn
hxxps://www.etc-meisai.bhzblqd.cn..."
linkvilleplayers.org,domain,2022-04-13T18:31:56,https://twitter.com/drb0n3z/status/1514308643923144706,"Malware malware malware, good times #malwaremustdie @malwaremustd1e 

Originally from hxxps://linkvilleplayers(.)org/wp-content/upgrade/Enc...."
http://linkvilleplayers.org/wp-content/upgrade/Enc.txt,url,2022-04-13T18:31:56,https://twitter.com/drb0n3z/status/1514308643923144706,"Malware malware malware, good times #malwaremustdie @malwaremustd1e 

Originally from hxxps://linkvilleplayers(.)org/wp-content/upgrade/Enc...."
107.173.15.28,ipaddress,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
ekn-nelt.site,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
http://ekn-nelt.site,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
ekn-nelt.space,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
http://ekn-nelt.space,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
ekn-nelt.fun,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
http://ekn-nelt.fun,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
ekn-nelt.website,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
http://ekn-nelt.website,url,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514308268826718209,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:107.173.15.28
(AS 36352 / AS-COLOCROSSING )

hxxps://ekn-nelt.website
hxxps://ekn-nelt.fun
h..."
198.55.122.43,ipaddress,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514307820988289025,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.d82dc4.cn,domain,2022-04-13T18:31:56,https://twitter.com/KesaGataMe0/status/1514307820988289025,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.d82dc4.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307820988289025,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307820988289025,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307820988289025,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ded29f.cn
hxxps://www.jascs.co.jp..."
198.55.122.43,ipaddress,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.eb9477.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.eb9477.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.e462e4.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.e462e4.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307745847341057,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.d5466f.cn
hxxps://www.jascs.co.jp..."
198.55.122.43,ipaddress,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.d3e5b2.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.d3e5b2.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.kljklsjfowjjojo31.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.kljklsjfowjjojo31.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
http://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514307647771910144,"#Phishing #JACCS #JACCSCARD #???????

IP:198.55.122.43

hxxps://www.jascs.co.jp-service-tramid-00001-0001n.ecf4e9.cn
hxxps://www.jascs.co.jp..."
23.95.20.120,ipaddress,2022-04-13T18:31:55,https://twitter.com/fe_tsoc/status/1514307628536639491,"RT @KesaGataMe0: #Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip…"
23.95.20.120,ipaddress,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
www.eki-net-jpta-svip.info,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
http://www.eki-net-jpta-svip.info,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
www.eki-net-unsot-svip.info,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
http://www.eki-net-unsot-svip.info,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
www.eki-net-nots-svip.info,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
http://www.eki-net-nots-svip.info,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
www.eki-net-noust-svip.info,domain,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
http://www.eki-net-noust-svip.info,url,2022-04-13T18:31:55,https://twitter.com/KesaGataMe0/status/1514306413375668224,"#Phishing #ekinet #????? #JR??? 
#???????? 

IP:23.95.20.120
(AS 36352 / AS-COLOCROSSING )

hxxps://www.eki-net-noust-svip.info
hxxps://www...."
openseaweb.online,domain,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514305255172980736,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/includes/functions-kses[.]php  #namesilo
http://openseaweb.online/YOURLS-1.8.2/YOURLS-1.8.2/includes/functions-kses.php,url,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514305255172980736,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/includes/functions-kses[.]php  #namesilo
www.info-direkt.eu,domain,2022-04-13T18:31:55,https://twitter.com/FakeMeTwo/status/1514304810190790656,"#Lauterbach 
twitter mal wieder

hxxps://www.info-direkt.eu/2021/03/31/oesterreichisches-gericht-kippt-urteil-pcr-test-nicht-zur-diagnostik-..."
http://www.info-direkt.eu/2021/03/31/oesterreichisches-gericht-kippt-urteil-pcr-test-nicht-zur-diagnostik-geeignet/,url,2022-04-13T18:31:55,https://twitter.com/FakeMeTwo/status/1514304810190790656,"#Lauterbach 
twitter mal wieder

hxxps://www.info-direkt.eu/2021/03/31/oesterreichisches-gericht-kippt-urteil-pcr-test-nicht-zur-diagnostik-..."
openseaweb.online,domain,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514303551182446595,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/yourls-loader[.]php  #namesilo
http://openseaweb.online/YOURLS-1.8.2/YOURLS-1.8.2/yourls-loader.php,url,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514303551182446595,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/yourls-loader[.]php  #namesilo
openseaweb.online,domain,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514302276399206405,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/yourls-infos[.]php  #namesilo
http://openseaweb.online/YOURLS-1.8.2/YOURLS-1.8.2/yourls-infos.php,url,2022-04-13T18:31:55,https://twitter.com/ecarlesi/status/1514302276399206405,Possible threat on hxxps://openseaweb[.]online/YOURLS-1[.]8[.]2/YOURLS-1[.]8[.]2/yourls-infos[.]php  #namesilo
palumboreefbeachresort.website,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514309631291629571,Threat on hxxp://palumboreefbeachresort[.]website/hentai/gakuen-heaven-hentai-images[.]php #phishing
http://palumboreefbeachresort.website/hentai/gakuen-heaven-hentai-images.php,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514309631291629571,Threat on hxxp://palumboreefbeachresort[.]website/hentai/gakuen-heaven-hentai-images[.]php #phishing
smkays.com,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514308145736257542,Possible threat on hxxp://smkays[.]com #phishing  #namedotcom
http://smkays.com,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514308145736257542,Possible threat on hxxp://smkays[.]com #phishing  #namedotcom
mangrove-sulbar.store,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307771293966340,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/auth/forget-password https://t.co/DqXNVOZLh2
http://mangrove-sulbar.store/mangrove/index.php/auth/forget-password,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307771293966340,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/auth/forget-password https://t.co/DqXNVOZLh2
mangrove-sulbar.store,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307592809496577,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/browse https://t.co/injl1gV4Lq
http://mangrove-sulbar.store/mangrove/index.php/browse,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307592809496577,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/browse https://t.co/injl1gV4Lq
185.27.134.106,ipaddress,2022-04-13T18:31:54,https://twitter.com/PhishStats/status/1514307477348753423,new #phishing at hXXp://tri-74364pw[.]hostfree[.]pw/ | 185[.]27[.]134[.]106 | United Kingdom | WILDCARD-AS Wildcard UK Limited | ASN 34119 #...
http://185.27.134.106,url,2022-04-13T18:31:54,https://twitter.com/PhishStats/status/1514307477348753423,new #phishing at hXXp://tri-74364pw[.]hostfree[.]pw/ | 185[.]27[.]134[.]106 | United Kingdom | WILDCARD-AS Wildcard UK Limited | ASN 34119 #...
tri-74364pw.hostfree.pw,domain,2022-04-13T18:31:54,https://twitter.com/PhishStats/status/1514307477348753423,new #phishing at hXXp://tri-74364pw[.]hostfree[.]pw/ | 185[.]27[.]134[.]106 | United Kingdom | WILDCARD-AS Wildcard UK Limited | ASN 34119 #...
http://tri-74364pw.hostfree.pw/,url,2022-04-13T18:31:54,https://twitter.com/PhishStats/status/1514307477348753423,new #phishing at hXXp://tri-74364pw[.]hostfree[.]pw/ | 185[.]27[.]134[.]106 | United Kingdom | WILDCARD-AS Wildcard UK Limited | ASN 34119 #...
mangrove-sulbar.store,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307461586501638,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/shop/testimonial https://t.co/y6xMKxJirn
http://mangrove-sulbar.store/mangrove/index.php/shop/testimonial,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307461586501638,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove/index[.]php/shop/testimonial https://t.co/y6xMKxJirn
mangrove-sulbar.store,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307126608470020,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove[.]zip #phishing #opendir
http://mangrove-sulbar.store/mangrove.zip,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514307126608470020,Possible threat on hxxp://mangrove-sulbar[.]store/mangrove[.]zip #phishing #opendir
mangrove-sulbar.store,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514306883686912007,Possible threat on hxxp://mangrove-sulbar[.]store/BAJU[.]zip
http://mangrove-sulbar.store/BAJU.zip,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514306883686912007,Possible threat on hxxp://mangrove-sulbar[.]store/BAJU[.]zip
www.frgplv.com,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514302628569784323,Threat on hxxp://www[.]frgplv[.]com/ #phishing https://t.co/yCHZSvxssu
http://www.frgplv.com/,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514302628569784323,Threat on hxxp://www[.]frgplv[.]com/ #phishing https://t.co/yCHZSvxssu
frgplv.com,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514301894545530884,Threat on hxxp://frgplv[.]com/ #phishing
http://frgplv.com/,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514301894545530884,Threat on hxxp://frgplv[.]com/ #phishing
rbdigitalindia.xyz,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298994037608450,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/index[.]php?lang=en
http://rbdigitalindia.xyz/vivah/index.php?lang=en,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298994037608450,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/index[.]php?lang=en
rbdigitalindia.xyz,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298728097718275,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/contactUs[.]php https://t.co/XYayQYLkA2
http://rbdigitalindia.xyz/vivah/contactUs.php,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298728097718275,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/contactUs[.]php https://t.co/XYayQYLkA2
mainarwanaslot.xyz,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298014399086594,Possible threat on hxxp://mainarwanaslot[.]xyz  #namesilo
http://mainarwanaslot.xyz,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514298014399086594,Possible threat on hxxp://mainarwanaslot[.]xyz  #namesilo
rbdigitalindia.xyz,domain,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514297543907512320,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/membershipplans[.]php
http://rbdigitalindia.xyz/vivah/membershipplans.php,url,2022-04-13T18:31:54,https://twitter.com/ecarlesi/status/1514297543907512320,Possible threat on hxxp://rbdigitalindia[.]xyz/vivah/membershipplans[.]php
palumboreefbeachresort.website,domain,2022-04-13T18:31:52,https://twitter.com/ecarlesi/status/1514308970277711878,Threat on hxxp://palumboreefbeachresort[.]website/bdsm/bondage-fess-e-fouet[.]php #phishing https://t.co/XKiVUCjdGR
http://palumboreefbeachresort.website/bdsm/bondage-fess-e-fouet.php,url,2022-04-13T18:31:52,https://twitter.com/ecarlesi/status/1514308970277711878,Threat on hxxp://palumboreefbeachresort[.]website/bdsm/bondage-fess-e-fouet[.]php #phishing https://t.co/XKiVUCjdGR
dad6f0e92112affabb64492569596a998bb3995603cf15e422b040268d7d9964,hash,2022-04-13T18:31:52,https://twitter.com/HeliosCert/status/1514308698851749890,"Sample submitted
2022-04-13 18:25:01
Dionaea Honeypot
Protocol: smbd  
Sources: 103.96.131.2 
dad6f0e92112affabb64492569596a998bb3995603cf15..."
