analysis_completed,classification,downloadable,file_type,first_seen,image,inquest_alerts,inquest_ml_score,last_inquest_featext,len_code,len_context,len_metadata,len_ocr,mime_type,num_iocs,sha256,size,subcategory,subcategory_url,vt_positives,vt_weight
True,MALICIOUS,True,XLS,2022-04-13T18:34:26,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:37:26,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,23fe8150913ac6a996e328ed8c45726c9dc076281b073305250d549660a211d5,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,10.0,4.900000095367432
True,UNKNOWN,False,OLE,2022-04-13T18:34:25,False,"[{'category': 'info', 'description': 'Detected a macro that was truncated by a security product, such as Symantec Disarm.', 'reference': 'https://support.symantec.com/us/en/article.tech235149.html', 'title': 'Disarmed Macro'}]",,2022-04-13T18:34:47,0,497,575,0,application/cdfv2,3,98111019e5002dba0123700f1523793e9a36b99c76104482ed6f4a66196fb3cb,55285,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,3.0,1.0
True,MALICIOUS,True,XLS,2022-04-13T18:34:23,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:37:11,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,970697a942493ebf602f1f2c6b3fb6b39f0fe5a73a7f4bd07a0ddbf072aeb4e0,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,11.0,4.900000095367432
True,MALICIOUS,True,XLS,2022-04-13T18:34:21,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:37:00,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,98ebb74d2ae71436672038b76436f1686879c597135dc4283f3a6b1d3414c118,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,10.0,4.900000095367432
True,SUSPICIOUS,False,XLS,2022-04-13T18:33:54,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}]",-1.0,2022-04-13T18:36:05,467700,0,1542,138,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,d484c919d2e4ad15ebdeb1696cd1dbace1de4d9e8b174e75069ef810f74ee71f,814995,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,3.0,0.0
True,UNKNOWN,False,XLS,2022-04-13T18:33:53,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}]",-1.0,2022-04-13T18:34:35,5312,6097,1417,0,application/vnd.ms-excel,8,9be337a0092ac62dcef14385f18fde283e0e4f09d9d085033df8c64076a33e72,144896,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,0.0,0.0
True,MALICIOUS,True,DOC,2022-04-13T18:33:53,False,"[{'category': 'evasive', 'description': 'Detected a macro with an elusive start-up hook. These esoteric hooks result in automated macro logic execution which may not be detected by dynamic analysis systems.', 'reference': None, 'title': 'Macro with Esoteric Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'info', 'description': 'Detected a macro with a suspicious string. Suspicious strings include privileged function calls, obfuscations, odd registry keys, etc...', 'reference': None, 'title': 'Macro Contains Suspicious String'}, {'category': 'suspicious', 'description': ""Detected a pivot to Powershell that utilizes commonly nefarious attributes such as '-windowstyle hidden'."", 'reference': None, 'title': 'Hidden Powershell'}]",0.81,2022-04-13T18:36:13,2119,0,20,329,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,f23d7f4c0cb788cc545035ce65f9b04afc677ffa5e8f4100a1579dec282d2c62,1598231,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,8.0,2.200000047683716
True,MALICIOUS,True,XLS,2022-04-13T18:18:38,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:20:59,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,4fa9ebb17430f65b080a69d9b99a221217d76cbefe3cd184c9999054a392fc9b,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,10.0,4.900000095367432
True,UNKNOWN,False,OLE,2022-04-13T18:18:37,False,"[{'category': 'info', 'description': 'Detected a macro that was truncated by a security product, such as Symantec Disarm.', 'reference': 'https://support.symantec.com/us/en/article.tech235149.html', 'title': 'Disarmed Macro'}]",,2022-04-13T18:19:03,0,497,575,0,application/cdfv2,3,13234240cd11dfcede13a7d50e63dcbc919f517b157b9de3afd103e7f127c91e,16837,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,3.0,1.0
True,UNKNOWN,False,PPT,2022-04-13T18:18:04,False,[],,2022-04-13T18:19:04,0,0,2304,39,application/vnd.ms-powerpoint,0,9b94991dae9bf936a6d5b49149370fe9e5294d13cb4c398ae6ae05717d56ae3d,3088896,excel40_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/excel40_hunter.rule,0.0,0.0
True,UNKNOWN,False,PPT,2022-04-13T18:18:04,False,[],,2022-04-13T18:19:23,0,0,2055,30,application/vnd.ms-powerpoint,0,6dcc157525e8bb97b5b1d6931fd9f90e53c31bc78e60778a9034e3d2676fb4c8,4398592,excel40_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/excel40_hunter.rule,0.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T18:18:02,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:20:53,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,4f20d28ada77c72040fa24ef0ad37600c0348aed0d4b8a6a74568b4f02e3b699,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,10.0,4.900000095367432
True,MALICIOUS,True,XLS,2022-04-13T18:18:00,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:19:01,42,1564,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,59,4f3d9888f3a2f62461c191f1ce9aa722dab83ac8aed3175ce898494c85f28476,46595,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,31.0,12.800000190734863
True,MALICIOUS,True,XLS,2022-04-13T18:17:59,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:19:01,42,1564,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,2dd7194c85caeb464a885fde774889374f390dc35052e399b58f9f1aec4eadc5,46595,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,30.0,12.800000190734863
True,MALICIOUS,True,XLS,2022-04-13T18:17:58,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:20:47,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,6ee2a1e5343e2bdbc966c389afbff152f35d4459b76b47aaee9be6025b916b85,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,11.0,4.900000095367432
True,MALICIOUS,True,XLS,2022-04-13T18:17:58,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:19:03,42,1564,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,d923c2001197ce02fbd3d94272520cfddfbd18f99a109cbc72dbf79f2b1bc066,46595,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,31.0,12.800000190734863
True,MALICIOUS,True,XLS,2022-04-13T18:17:57,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:19:20,42,1564,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,63edd3f8a168a5b7bab12bbf0a22bc7cc4bbc72318df8eb612f384e6d4e15a3d,46595,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,31.0,12.800000190734863
True,MALICIOUS,True,XLS,2022-04-13T18:17:56,False,"[{'category': 'info', 'description': 'Document contains less than 1 kilobyte of semantic information.', 'reference': None, 'title': 'Document With Minimal Content'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:18:38,0,722,1024,130,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,56,d28518441242b13d37039fd6bccb8c2b16c04e1e74098a14d61a690a0764a3ec,37076,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,30.0,13.300000190734863
True,MALICIOUS,True,XLS,2022-04-13T18:17:56,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Document contains less than 1 kilobyte of semantic information.', 'reference': None, 'title': 'Document With Minimal Content'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:19:18,42,722,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,98c136081e6f2a4a7dbe3a2fed35bcbf0d84161199453f2f58a5927056997dc1,45385,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,31.0,12.800000190734863
True,UNKNOWN,False,DOC,2022-04-13T18:17:55,False,[],,2022-04-13T18:19:00,0,16050,1883,0,application/msword,12,5bfb932ea0ce80379f780e902d1b0097f2090a810ecd12a29a5152b627a033cb,101888,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,0.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T18:17:54,False,"[{'category': 'evasive', 'description': 'Microsoft Excel spreadsheet references a macrosheet with a non-standard path. A potentially evasive tactic.', 'reference': 'https://inquest.net/blog/2020/05/06/ZLoader-4.0-Macrosheets-Evolution', 'title': 'Anomalous Macrosheet Path'}, {'category': 'info', 'description': 'Document contains less than 1 kilobyte of semantic information.', 'reference': None, 'title': 'Document With Minimal Content'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}, {'category': 'suspicious', 'description': 'Excel contains Macrosheet logic that will trigger automatically upon document open.', 'reference': 'https://inquest.net/blog/2020/03/18/Getting-Sneakier-Hidden-Sheets-Data-Connections-and-XLM-Macros', 'title': 'Autostarting Excel Macro Sheet'}]",,2022-04-13T18:18:56,42,722,1024,141,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,59,18050b0d4d18e7a459174611d45205d0f20a5ef3ba65195fbbd71b4b676ce66d,44457,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,30.0,11.800000190734863
True,SUSPICIOUS,False,OLE,2022-04-13T18:17:52,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}]",-1.0,2022-04-13T18:19:02,467726,0,604,0,application/cdfv2,24,4d9fe382398928016e233074c33ab9fda47fbf962d64ce98c1dee807ab84547c,745984,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T18:17:51,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T18:20:36,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,6961f40e06167e5cf67183d1afef9604cfae582fd0fc412d00d9bc3455dff00d,1057585,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,11.0,4.900000095367432
True,UNKNOWN,False,DOC,2022-04-13T18:17:50,False,"[{'category': 'info', 'description': 'Document contains between one and three pages of content. Most malicious documents are sparse in page count.', 'reference': None, 'title': 'Document With Few Pages'}]",,2022-04-13T18:19:02,0,0,2819,960,application/msword,2,2f30f133989f2d4244a8cc4fbf0c2f92982eca2090b5b20a8a1c5d3f09bd71ff,998912,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,1.0,0.0
True,UNKNOWN,False,DOC,2022-04-13T18:17:42,False,"[{'category': 'info', 'description': 'Document contains between one and three pages of content. Most malicious documents are sparse in page count.', 'reference': None, 'title': 'Document With Few Pages'}]",-1.0,2022-04-13T18:18:33,11782,1222,1809,0,application/msword,11,eb1352386b741603b7c981e394c8f637b69222a0cad7bc63454d57b6d1298539,55808,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,0.0,0.0
True,SUSPICIOUS,False,XLS,2022-04-13T18:17:41,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}]",-1.0,2022-04-13T18:20:09,467655,0,1542,138,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,38f0e7ab6f404f6000f93757fdabf113066c92dd1ffb59f52a795fdcbbe5cad8,811549,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,3.0,0.0
True,UNKNOWN,False,XLS,2022-04-13T18:17:41,False,"[{'category': 'info', 'description': 'Document contains less than 1 kilobyte of semantic information.', 'reference': None, 'title': 'Document With Minimal Content'}, {'category': 'info', 'description': 'Detected macro logic designed to hide a sheet within the current, or another spreadsheet. This technique is not necessarily indicative of malicious behavior as hidden sheets have legitimate uses.', 'reference': 'https://inquest.net/blog/2019/01/29/Carving-Sneaky-XLM-Files', 'title': 'Excel Macro Manipulates Hidden Sheets'}]",-1.0,2022-04-13T18:18:28,4883,808,0,0,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,b3b1fbc2a6df48a73c93e550198b47cd4d120846e4cca8d5c5cc2dd6ca4f6722,44049,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,0.0,0.0
True,SUSPICIOUS,True,XLS,2022-04-13T18:17:41,False,"[{'category': 'info', 'description': 'Detected macro logic that can read data from the file system.', 'reference': None, 'title': 'Macro with File System Read'}, {'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected macro logic that will load additional functionality from Dynamically Linked Libraries (DLLs). While not explicitly malicious, this is a common tactic for accessing APIs that are not otherwised exposed via Visual Basic for Applications (VBA).', 'reference': None, 'title': 'Macro with DLL Reference'}]",-1.0,2022-04-13T18:19:54,988418,6816,2625,54,application/vnd.ms-excel,0,0164a73b40e32768efe8c07605bc795fcdce643deb1dab0fb3384f3e9bb3e192,1831424,macro_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/macro_hunter.rule,0.0,0.0
